"NZPOCS STATUS (LOINC 2.73)",NZ_SHORT_NAME,Consumer_Name,LOINC_LONG_NAME,CODE,SOURCE_TYPE,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,REMARKS,KEYWORDS,LOINC_STATUS,EFFECTIVE_DATE,END_DATE,MERGE_TO_CODE,MERGE_TO_SOURCE_TYPE,NZ_ ORDERS,"NZ_OBSERVATION",Haematology,"MicrobiologyABX",Microbiology Gyn/Cyto,Biochemistry,Immunology,Serology / Virology,Toxicology,"Histology(Bowel Screening)",EXTERNAL_COPYRIGHT_NOTICE,LOINC_SHORTNAME,HPAC_CODE,HPAC_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"AHG (indirect, polyspecific)","Indirect Antiglobulin Test (IAT; Indirect Coombs), Blood",Indirect antiglobulin test.poly specific reagent [Presence] in Serum or Plasma,1008-2,LN,Indirect antiglobulin test.poly specific reagent,PrThr,Pt,Ser/Plas,Ord,,,AHG antiglobulin Coombs indirect polyspecific globulin,ACTIVE,1-Apr-17,,,,,Yes,Yes,,,,,,,,,IAT Poly-Sp Reag SerPl Ql,H20,Anti human globulin test including Coombs test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Ala Dehydratase blood,"Porphobilinogen Synthase, Blood",Porphobilinogen synthase [Enzymatic activity/​volume] in Blood,12916-3,LN,Porphobilinogen synthase,CCnc,Pt,Bld,Qn,,,ala dehydratase porphobilinogen synthetase blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,PBG Synthase Bld-cCnc,,Ala Dehydratase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,ALA/creatinine  urine,"Delta aminolevulinate/Creatinine, Urine",Delta aminolevulinate/​Creatinine [Molar ratio] in Urine,39782-8,LN,Delta aminolevulinate/Creatinine,SRto,Pt,Urine,Qn,,,ALA  delta aminolevulinate creatinine ratio urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,D-ALA/Creat Ur-sRto,,"ALA, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albumin,"Albumin, Blood",Albumin [Mass/volume] in Serum or Plasma,1751-7,LN,Albumin,MCnc,Pt,Ser/Plas,Qn,,,albumin,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,Albumin SerPl-mCnc,BP2,"Albumin, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albumin body fluid,"Albumin, Body Fluid",Albumin [Mass/volume] in Body fluid,1747-5,LN,Albumin,MCnc,Pt,Body fld,Qn,,,albumin body fluid ,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,Albumin Fld-mCnc,,Albumin body fluid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albumin by BCP,"Albumin, Blood",Albumin [Mass/​volume] in Serum or Plasma by Bromocresol purple (BCP) dye binding method,61152-5,LN,Albumin,MCnc,Pt,Ser/Plas,Qn,BCP,,albumin ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Albumin SerPl BCP-mCnc,,Albumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albumin CSF,"Albumin, Spinal Fluid",Albumin [Mass/​volume] in Cerebral spinal fluid,1746-7,LN,Albumin,MCnc,Pt,CSF,Qn,,,albumin CSF oligoclonal banding,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Albumin CSF-mCnc,,"Oligoclonal Banding, CSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albumin CSF/Serum Ratio,"Albumin in CSF/Albumin in Serum Or Plasma, S/P+CSF",Albumin in CSF/​Albumin in Serum or Plasma,1756-6,LN,Albumin.CSF/Albumin.SerPl,RelRto,Pt,Ser/Plas+CSF ,Qn,,([CSF albumin]/[serum or plasma albumin]) x 100,albumin CSF serum ratio,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Alb CSF/SerPl,,"Oligoclonal Banding, CSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Albumin:creatinine ratio,"Albumin/Creatinine, Urine",Albumin/​Creatinine [Ratio] in Urine,32294-1,LN,Albumin/Creatinine,Ratio,Pt,Urine,Qn,,,albumin creatinine ratio urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Albumin/Creat Ur-Rto,,Albumin:creatinine ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Aldolase,"Aldolase, Blood",Aldolase [Enzymatic activity/​volume] in Serum or Plasma,1761-6,LN,Aldolase,CCnc,Pt,Ser/Plas,Qn,,,aldolase,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Aldolase SerPl-cCnc,,Aldolase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Aldosterone,"Aldosterone, Blood",Aldosterone [Moles/​volume] in Serum or Plasma,14586-2,LN,Aldosterone,SCnc,Pt,Ser/Plas,Qn,,,aldosterone,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Aldost SerPl-sCnc,,Aldosterone (plasma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Aldosterone/Renin,"Aldosterone/Renin, Blood",Aldosterone/​Renin [Ratio] in Plasma,30894-0,LN,Aldosterone/Renin,Ratio,Pt,Plas,Qn,,,aldosterone renin ratio,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Aldost/Renin Plas-Rto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alk phosphatase (bone),"Bone alkaline Phosphatase, Blood",Alkaline phosphatase.bone [Enzymatic activity/volume] in Serum or Plasma,1777-2,LN,Alkaline phosphatase.bone,CCnc,Pt,Ser/Plas,Qn,,,alkaline phosphatase bone,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,ALP Bone SerPl-cCnc,BZ5,"Alkaline phosphatase, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alk phosphatase (heat stable),"Heat Stable alkaline Phosphatase, Blood",Alkaline phosphatase.heat stable [Enzymatic activity/volume] in Serum or Plasma by Heat stability,32352-7,LN,Alkaline phosphatase.heat stable,CCnc,Pt,Ser/Plas,Qn,Heat stability,,alkaline phosphatase heat stable,ACTIVE,,,,,,Yes,,,,Yes,,,,,,ALP heat stable SerPl HS-cCnc,BZ5,"Alkaline phosphatase, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alk Phosphatase isoenzymes,"Interpretation of Alkaline Phosphatase Isoenzymes test result, Blood",Alkaline phosphatase isoenzymes [interpretation] in Serum or Plasma Narrative,49243-9,LN,Alkaline phosphatase isoenzymes,Imp,Pt,Ser/Plas,Nar ,,,alkaline phosphatase isoenzymes  ALP ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,ALP Isos SerPl-Imp,,Alk phosphatase isoenzymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Alk Phosphatase, urine",,Alkaline phosphatase [Enzymatic activity/​volume] in Urine,16337-8,LN,Alkaline phosphatase,CCnc,Pt,Urine,Qn,,,alkaline phosphatase  ALP urine ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,ALP Ur-cCnc,,"Alkaline Phosphatase, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Alk Phosphatase,fluid",,Alkaline phosphatase [Enzymatic activity/​volume] in Body fluid,15148-0,LN,Alkaline phosphatase,CCnc,Pt,Body fld,Qn,,,alkaline phosphatase  ALP fluid,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,ALP Fld-cCnc,,"ALP, fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alkaline phosphatase,,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,6768-6,LN,Alkaline phosphatase,CCnc,Pt,Ser/Plas,Qn,,,alkaline phosphatase,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,ALP SerPl-cCnc,BZ5,"Alkaline phosphatase, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Allergy Testing,Allergens tested,Allergens tested for in Serum,20662-3,LN,Allergens tested for,Prid,Pt,Ser,Nom,,,allergy testing allergens,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,Allergens Tested,,Skin prick tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Almecillin suscep (MIC),,Almecillin [Susceptibility] by Minimum inhibitory concentration (MIC),3-4,LN,Almecillin,Susc,Pt,Isolate,OrdQn,MIC,,Almecillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Almecillin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Almecillin suscep (qual),Susceptibility to Almecillin,Almecillin [Susceptibility],18857-3,LN,Almecillin,Susc,Pt,Isolate,OrdQn,,,Almecillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Almecillin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha 1 antichymotrypsin,"Alpha-1-Antichymotrypsin, Blood",Alpha-1-Antichymotrypsin [Mass/​volume] in Serum,1824-2,LN,Alpha-1-Antichymotrypsin,MCnc,Pt,Ser,Qn,,,alpha 1 antichymotrypsin,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,A1ACT Ser-mCnc,,A-1 antichymotrypsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha 1 antitrypsin,"Alpha 1 antitrypsin, Blood",Alpha 1 antitrypsin [Mass/​volume] in Serum or Plasma,1825-9,LN,Alpha 1 antitrypsin,MCnc,Pt,Ser/Plas,Qn,,,alpha-1 antitrypsin ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,A1AT SerPl-mCnc,,A-1 antitrypsin studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha 1 antitrypsin phenotyping,"Interpretation of Alpha 1 antitrypsin phenotype test result, Blood",Alpha 1 antitrypsin phenotype [Interpretation] in Serum or Plasma Narrative,49244-7,LN,Alpha 1 antitrypsin phenotype,Imp,Pt,Ser/Plas,Nar ,,,alpha-1 antitrypsin phenotyping,ACTIVE,1-Apr-15,,,,,Yes,,,,Yes,,,,,,A1AT Phenotyp SerPl-Imp,,A-1 antitrypsin studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha 1 glycoprotein,"Alpha-1-acid glycoprotein, Blood",Alpha-1-Acid glycoprotein [Mass/​volume] in Serum or Plasma,2685-6,LN,Alpha-1-Acid glycoprotein,MCnc,Pt,Ser/Plas,Qn,,,alpha 1 glycoprotein,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,A1acid Glycoprotein SerPl-mCnc,,A-1 glycoprotein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha feto protein,"Alpha-fetoprotein, Blood",Alpha-1-Fetoprotein [Mass/​volume] in Serum or Plasma,1834-1,LN,Alpha-1-Fetoprotein,MCnc,Pt,Ser/Plas,Qn,,,alpha feto protein AFP,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,AFP SerPl-mCnc,,Alpha feto protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha fetoprotein,"Alpha-fetoprotein, Blood",Alpha-1-Fetoprotein [Units/​volume] in Serum or Plasma,19176-7,LN,Alpha-1-Fetoprotein,ACnc,Pt,Ser/Plas,Qn,,,alpha feto protein AFP,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,AFP SerPl-aCnc,,Alpha feto protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha hydroxy alprazolam urine,"Alpha Hydroxyalprazolam, Urine",Alpha hydroxyalprazolam [Presence] in Urine,61036-0,LN,Alpha hydroxyalprazolam,PrThr,Pt,Urine,Ord,,,alpha hydroxyalprazolam urine qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,A-OH Alpraz Ur Ql,,"α-hydroxy alprazolam, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alpha hydroxy alprazolam urine by Confirmatory method,"Alpha Hydroxyalprazolam, Urine",Alpha hydroxyalprazolam [Mass/​volume] in Urine by Confirmatory method,16348-5,LN,Alpha hydroxyalprazolam,MCnc,Pt,Urine,Qn,Confirm,,alpha hydroxyalprazolam urine confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,A-OH Alpraz Ur Cfm-mCnc,,"α-hydroxy alprazolam, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,ALT,"Alanine Aminotransferase (ALT; SGPT), Blood",Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1742-6,LN,Alanine aminotransferase,CCnc,Pt,Ser/Plas,Qn,,,ALT alanine transaminase,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,ALT SerPl-cCnc,BZ8,Alanine amino transaminase – ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ALT, fluid","Alanine Aminotransferase (ALT; SGPT), Body Fluid",Alanine aminotransferase [Enzymatic activity/​volume] in Body fluid,25302-1,LN,Alanine aminotransferase,CCnc,Pt,Body fld,Qn,,,ALT alanine transferase,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,ALT Fld-cCnc,,"ALT, fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Alternative pathway activity / AH50,"Complement Alternate Pathway AH50, Blood",Complement alternate pathway AH50 [Units/​volume] in Serum or Plasma,13087-2,LN,Complement total alternate pathway AH50,ACnc,Pt,Ser/Plas,Qn,,,complement alternatvie pathway AH50,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,AH50 SerPl-aCnc,,Alternative pathway activity / AH50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Aluminium,"Aluminum, Blood",Aluminum [Moles/​volume] in Serum or Plasma,14593-8,LN,Aluminum,SCnc,Pt,Ser/Plas,Qn,,,aluminium,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Aluminum SerPl-sCnc,,"Aluminium, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Aluminium urine,"Aluminum, Urine",Aluminum [Moles/​volume] in Urine,52915-6,LN,Aluminum,SCnc,Pt,Urine,Qn,,,aluminium urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Aluminum Ur-sCnc,,"Aluminium, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Aluminium urine 24hr,"Aluminum, Urine",Aluminum [Moles/​time] in 24 hour Urine,32295-8,LN,Aluminum,Srat,24H,Urine,Qn,,,aluminium urine 24hr,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Aluminum 24h Ur-sRate,,"Aluminium, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amantadine suscep (qual),,Amantadine [Susceptibility],6-7,LN,Amantadine,Susc,Pt,Isolate,OrdQn,,,Amantadine,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amantadine Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amdinocillin suscep (MIC),,Amdinocillin [Susceptibility] by Minimum inhibitory concentration (MIC),8-3,LN,Amdinocillin,Susc,Pt,Isolate,OrdQn,MIC,,Amdinocillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amdinocillin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amdinocillin suscep (qual),Susceptibility to Amdinocillin,Amdinocillin [Susceptibility],18859-9,LN,Amdinocillin,Susc,Pt,Isolate,OrdQn,,,Amdinocillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amdinocillin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amikacin peak,"Amikacin Peak, Blood",Amikacin [Mass/volume] in Serum or Plasma --peak,3319-1,LN,Amikacin^peak,MCnc,Pt,Ser/Plas,Qn,,,Amikacin peak,ACTIVE,,,,,Yes,Yes,,,,,,,Yes,,,Amikacin Peak SerPl-mCnc,,Amikacin peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amikacin suscep (MIC),,Amikacin [Susceptibility] by Minimum inhibitory concentration (MIC),12-5,LN,Amikacin,Susc,Pt,Isolate,OrdQn,MIC,,Amikacin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amikacin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amikacin suscep (qual),Susceptibility to Amikacin,Amikacin [Susceptibility],18860-7,LN,Amikacin,Susc,Pt,Isolate,OrdQn,,,Amikacin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amikacin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amikacin trough,"Amikacin trough, Blood",Amikacin [Mass/volume] in Serum or Plasma --trough,3321-7,LN,Amikacin^trough,MCnc,Pt,Ser/Plas,Qn,,,Amikacin trough,ACTIVE,,,,,Yes,Yes,,,,,,,Yes,,,Amikacin Trough SerPl-mCnc,,Amikacin trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amino Acids,"Amino acids, Blood",Amino acids [Moles/​volume] in Serum or Plasma,12176-4,LN,Amino acids,SCnc,Pt,Ser/Plas,Qn,,,amino acids,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Amino acids SerPl-sCnc,,"Amino acids, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amino acids CSF (ident),"Amino acids, Spinal Fluid",Amino acids [Identifier] in Cerebral spinal fluid,34616-3,LN,Amino acids,Prid,Pt,CSF,Nom,,,amino acids CSF identification,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Amino acids CSF,,CSF Amino Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amino Acids CSF (quant),"Amino acids, Spinal Fluid",Amino acids [Moles/​volume] in Cerebral spinal fluid,32610-8,LN,Amino acids,SCnc,Pt,CSF,Qn,,, amino acids CSF quantitation,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Amino acids CSF-sCnc,,CSF Amino Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amino Acids urine (ident),"Amino acids, Urine",Amino acids [Identifier] in Urine,12467-7,LN,Amino acids,Prid,Pt,Urine,Nom,,,amino acids urine identification,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Amino acids Ur,,"Amino Acid, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amino Acids urine (pattern),"Interpretation of Amino acid Pattern test result, Urine",Amino acid pattern [interpretation] in Urine Narrative,49248-8,LN,Amino acid pattern,Imp,Pt,Urine,Nar ,,,amino acids urine pattern,ACTIVE,1-Apr-15,,,,,Yes,,,,Yes,,,,,,Amino acid Pat Ur-Imp,,"Amino Acid, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amiodarone,"Amiodarone, Blood",Amiodarone [Moles/​volume] in Serum or Plasma,15099-5,LN,Amiodarone,SCnc,Pt,Ser/Plas,Qn,,,amiodarone,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Amiodarone SerPl-sCnc,,Amiodarone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amitriptyline - mass/volume,"Amitriptyline, Blood",Amitriptyline [Mass/​volume] in Serum or Plasma,3333-2,LN,Amitriptyline,MCnc,Pt,Ser/Plas,Qn,,mass/volume,amitriptyline,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Amitrip SerPl-mCnc,,Amitriptyline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amitriptyline - moles/volume,"Amitriptyline, Blood",Amitriptyline [Moles/​volume] in Serum or Plasma,14597-9,LN,Amitriptyline,SCnc,Pt,Ser/Plas,Qn,,moles/volume,amitriptyline,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Amitrip SerPl-sCnc,,Amitriptyline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amitriptyline+Nortriptyline ,"Amitriptyline+Nortriptyline, Blood",Amitriptyline+​Nortriptyline [Mass/​volume] in Serum or Plasma,3335-7,LN,Amitriptyline+Nortriptyline,MCnc,Pt,Ser/Plas,Qn,,,amitriptyline nortriptyline ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Amitrip+Nor SerPl-mCnc,,Amitriptyline+Nortriptyline ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Ammonia,"Ammonia, Blood",Ammonia [Moles/​volume] in Plasma,16362-6,LN,Ammonia,SCnc,Pt,Plas,Qn,,,ammonia,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Ammonia Plas-sCnc,,"Ammonia, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amoebae culture,"Acanthamoeba Sp culture, Eye",Acanthamoeba sp identified in Eye by Organism specific culture,10635-1,LN,Acanthamoeba sp identified,Prid,Pt,Eye ,Nom,Organism specific culture,,acanthamoeba culture,ACTIVE,1-Apr-15,,,,Yes,Yes,,,Yes,,,,,,,Acanthamoeba Eye Cult,,Amoebae culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amoxicillin Clav suscep (MIC),,Amoxicillin+Clavulanate [Susceptibility] by Minimum inhibitory concentration (MIC),20-8,LN,Amoxicillin+Clavulanate,Susc,Pt,Isolate,OrdQn,MIC,,Amoxicillin Clavulanate,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amoxicillin+Clav Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amoxicillin Clav suscep (qual),Susceptibility to Amoxicillin+Clavulanate,Amoxicillin+Clavulanate [Susceptibility],18862-3,LN,Amoxicillin+Clavulanate,Susc,Pt,Isolate,OrdQn,,,Amoxicillin Clavulanate,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amoxicillin+Clav Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amoxicillin suscep (MIC),,Amoxicillin [Susceptibility] by Minimum inhibitory concentration (MIC),16-6,LN,Amoxicillin,Susc,Pt,Isolate,OrdQn,MIC,,Amoxicillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amoxicillin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amoxicillin suscep (qual),Susceptibility to Amoxicillin,Amoxicillin [Susceptibility],18861-5,LN,Amoxicillin,Susc,Pt,Isolate,OrdQn,,,Amoxicillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Amoxicillin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amphetamines-type substances urine - mass/volume,"Amphetamines, Urine",Amphetamines [Mass/​volume] in Urine,8150-5,LN,Amphetamines,MCnc,Pt,Urine,Qn,,,amphetamine type substances urine quantitative ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Amphetamines Ur-mCnc,,"Amphetamine, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Amphetamines-type substances urine by Screen method,"Amphetamines, Urine",Amphetamines [Presence] in Urine by Screen method,19261-7,LN,Amphetamines,PrThr,Pt,Urine,Ord,Screen,,amphetamine type substances urine qualitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Amphetamines Ur Ql Scn,,"Amphetamine, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
